aid,location,name,lat,lng,year_built,education,household,parking,complex_facility,move_in_day,subway_distance,convenience_facility
671,서울특별시 은평구 신사동 증산로15길 50,대주파크빌,37.5905348,126.9082189,2004,5,105,1,0,6757,9,3
672,서울특별시 은평구 신사동 증산로15길 67-7,신성,37.5898081,126.9053444,1988,4,238,1,0,12631,13,3
673,서울특별시 은평구 역촌동 연서로 9,센타폴리스,37.6073386,126.9132972,2004,7,73,2,0,6634,5,4
674,서울특별시 은평구 응암동 응암로 318,응암동금호,37.5991644,126.9221838,1998,3,299,2,5,8979,13,1
675,서울특별시 은평구 진관동 진관1로 21-10,박석고개1단지힐스테이트(116~131동)BL2-1,37.6329789,126.9216933,2009,2,947,1,0,5091,4,3
676,서울특별시 은평구 진관동 진관1로 21-10,박석고개1단지힐스테이트(116~131동)임대BL2-1,37.6329789,126.9216933,2009,2,947,1,0,5091,4,3
677,서울특별시 은평구 진관동 진관2로 57-37,우물골2단지두산위브(223~244동)BL2-7,37.6377117,126.9284865,2010,2,472,2,0,4717,13,4
678,서울특별시 은평구 진관동 진관3로 70,상림마을8단지롯데캐슬(821~830동)BL1-12,37.6418798,126.9222445,2008,3,551,1,0,5326,11,3
679,서울특별시 은평구 진관동 진관3로 77,구파발9단지래미안(916~928동)BL3-2,37.6438547,126.9199724,2010,1,486,2,0,4554,12,4
680,서울특별시 종로구 무악동 통일로 246-20,현대,37.5752001,126.9604154,2000,4,1514,1,8,8106,3,4
681,서울특별시 종로구 사직동 사직로8길 4,광화문스페이스본(101동~105동),37.5743822,126.9688505,2008,4,657,0,0,5286,7,3
682,서울특별시 종로구 수송동 율곡로2길 7,로얄팰리스스위트,37.5749752,126.9812194,2005,4,21,18,2,6484,6,3
683,서울특별시 중구 신당동 다산로 32,남산타운,37.5491389,127.0093824,2002,9,5150,1,4,8239,5,6
684,서울특별시 중구 신당동 청구로1길 23,삼성,37.5581633,127.0179679,1999,6,1434,1,4,8410,5,3
685,서울특별시 중구 충무로4가 퇴계로 235,남산센트럴자이,37.5624966,126.9978276,2009,3,273,2,0,4779,4,4
686,서울특별시 중랑구 면목동 겸재로30길 42,마젤란21,37.5861538,127.0839391,2007,5,199,1,0,5770,6,4
687,서울특별시 중랑구 면목동 답십리로75길 73,경남아너스빌,37.5754008,127.0803553,2006,3,386,1,4,5875,10,4
688,서울특별시 중랑구 면목동 동일로 476,늘푸른동아,37.5728104,127.0807086,2002,2,573,1,3,7335,12,3
689,서울특별시 중랑구 면목동 면목로35길 63,두산4,37.5787766,127.0822667,2000,3,555,1,7,8156,12,4
690,서울특별시 중랑구 면목동 사가정로42길 90,두산4,37.5780324,127.0813464,2000,3,555,1,7,8156,12,4
691,서울특별시 중랑구 면목동 용마산로 278,성원상떼빌,37.5773951,127.0906274,1997,4,168,1,0,9283,8,4
692,서울특별시 중랑구 면목동 용마산로 348,용마금호타운,37.5829069,127.0942808,1992,4,440,1,0,10987,10,6
693,서울특별시 중랑구 면목동 용마산로62길 43,용마동아,37.5787144,127.0947562,1993,4,174,1,0,11262,11,4
694,서울특별시 중랑구 묵동 공릉로2나길 46,신안2,37.6140845,127.0799278,2000,4,171,1,0,8340,8,5
695,서울특별시 중랑구 묵동 공릉로4길 4,문수해오름,37.6129264,127.078166,2004,3,42,1,0,6604,4,4
696,서울특별시 중랑구 묵동 동일로157길 70,현대아이파크,37.6103965,127.073703,2002,4,601,1,4,7497,8,4
697,서울특별시 중랑구 묵동 중랑천로 286,현대아이파크,37.6103965,127.073703,2002,4,601,1,4,7497,8,4
698,서울특별시 중랑구 신내동 신내로 110,동성3,37.6083166,127.096093,1997,5,800,2,2,10014,15,3
699,서울특별시 중랑구 신내동 신내로 112,동성3,37.6083166,127.096093,1997,5,800,2,2,10014,15,3
700,서울특별시 중랑구 신내동 신내로 51,성원,37.6047395,127.094681,1994,7,876,1,0,11109,12,4
701,서울특별시 중랑구 신내동 용마산로125길 50,벽산,37.6031738,127.1000194,2000,2,284,1,0,8248,15,4
